id,type,text1,text2,text3,text4,text5,notes
metals,RESOURCE,Formas refinadas de metales ferrosos y no ferrosos comunes utilizados en la mayoría de las construcciones y la producción de bienes. Los lingotes siguen los estándares tradicionales del Dominio.,,,,,
rare_metals,RESOURCE,"Elementos pesados refinados, incluidos actínidos comunes y otros elementos exóticos más pesados, esenciales para sistemas de alta energía y aplicaciones de investigación avanzadas.",,,,,
heavy_machinery,RESOURCE,"Diversos módulos estandarizados para manipular materia a escala industrial. Aceptan entradas manuales, formatos de plantillas de diseño más comunes, o pueden conectarse a un control en red.",,,,,
domestic_goods,RESOURCE,"Se trata de ropa, artilugios, artículos y productos fabricados en serie que han permitido a las personas llevar una vida cómoda desde el establecimiento de la civilización espacial industrializada.",,,,,
organs,RESOURCE,"El trasplante de órganos es una práctica bien establecida, pero los materiales son delicados y su cultivo es un proceso inestable. Siempre hay mercado para órganos sanos y siempre hay una fuente, si no se hacen demasiadas preguntas.",,,,,
drugs,RESOURCE,"Prohibidas en algunos planetas, las «artes químicas» abarcan una abrumadora variedad de productos muy buscados por quienes desean divertirse un poco, ampliar su conciencia o, simplemente, evadirse de sus miserables vidas.",,,,,
hand_weapons,RESOURCE,"Armamento con alcance que va desde armas pesadas de escuadrón hasta mechas, tanques y aerodeslizadores. Su uso privado está prohibido en la mayoría de planetas. En su mayor parte desmontado y no apto para su uso en asaltos rápidos.",,,,,
luxury_goods,RESOURCE,"La élite de cualquier planeta del Sector ansía objetos preciosos, raros y bien hechos por auténticos artesanos humanos.",,,,,
lobster,RESOURCE,Una mezcla de varias especies de la Vieja Tierra y un poco de imaginación dieron lugar a esta criatura que crece en estado salvaje en las profundidades aplastantes del lecho marino de Volturn. Se dice que su sabor es excepcional.,,,,,
luddic_furniture,RESOURCE,"Fabricados con madera que crece de forma natural en los planetas y elaborados con herramientas manuales según métodos transmitidos de maestro a aprendiz, los muebles luddicos son una posesión rara y de gran prestigio en el Sector.",,,,,
ships,RESOURCE,Casco y armamento de naves de gama baja y a menudo con defectos técnicos —«calidad de exportación»— que son suficientes para equipar convoyes mercantes y formar patrullas básicas de defensa del sistema. El comercio a gran escala de material para naves estelares de gama alta es prácticamente inexistente entre las facciones.,,,,,
planet_nidhogg,CUSTOM,Una luna geológicamente inestable debido a su proximidad al gigante gaseoso Yggdrasil; las fuerzas de marea calientan y agitan sin cesar las entrañas de Nidhogg. Las fisuras y los volcanes salpican la superficie y la lava que escupen fluye durante muchos kilómetros a través de la corteza carbonizada.,,,,,
planet_ratatosk,CUSTOM,"Una luna rocosa y silícea, estéril y sin vida, con una tenue atmósfera que se incandescía levemente al ser golpeada por los cinturones de radiación de Yggdrasil.",,,,,
planet_raesvelg,CUSTOM,"El agua y el hielo de amoníaco forman las inmensas fisuras y las llanuras caóticamente surcadas de este planeta. Bajo la superficie, pequeñas bolsas de océano líquido sin vida quedan atrapadas entre el hielo y una corteza de silicatos rocosos. La mayoría de las escasas ciudades abovedadas permanecen abandonadas desde el Colapso, aunque la reciente política estratégica de la Hegemonía ha fomentado la reindustrialización y el asentamiento, especialmente por parte de los veteranos de la Hegemonía.",,La tripulación y los trabajadores de permiso de los cercanos proyectos del Complejo Ragnar y Tri-Tach alimentan una animada vida nocturna y un mercado negro. Se fomenta la minería de volátiles mediante subvenciones al desarrollo concedidas para garantizar una base estable para el suministro de combustible de la Hegemonía.,,,
planet_skathi,CUSTOM,"Acumulaciones de hielo de nitrógeno y metano forman la mayor parte de la corteza sobre un manto rocoso de silicatos y hielo que atraviesa la capa de esta luna helada. La Hegemonía concedió en su día a Tri-Tachyon una licencia de desarrollo exclusivo, que consistía principalmente en una extensa planta de procesamiento de volátiles extraídos de Niflheim y la infraestructura de apoyo necesaria. Abundan los rumores de que todo es una tapadera para una instalación de investigación secreta que lleva a cabo actividades científicas consideradas ilegales según la ley del Dominio, pero los inspectores enviados en épocas de cooperación con Tri-Tachyon nunca han incluido algo inapropiado en sus informes.",,"A pesar de toda la humanidad aplastada por la maquinaria de extracción industrial en Skathi, Tri-Tachyon consigue seleccionar a un pequeño porcentaje de personas con un rendimiento superior que muestran el talento excepcional y la voluntad necesarios para ascender en la escala corporativa.",,,
station_ragnar,CUSTOM,"El cementerio de la Hegemonía; además de la guarnición estacionada aquí para apoyar las patrullas del sistema y una flota en formación para disuadir las incursiones de la Liga, el complejo Ragnar almacena cascos de naves a la espera de ser reacondicionadas o de ser transportadas a Arcadia para su desguace, una tarea que generalmente se subcontrata a megacorporaciones amigas. La estación está tradicionalmente al mando de un alto mando entrado en años enviado para vivir tranquilamente su mediocridad.", ,"Apodada «La Tumba», los arcos rotos de los hangares y las grúas sostienen fila tras fila de cascos puestos en reserva a la espera de inspección. La mayoría están a oscuras, iluminados únicamente por la tripulación de inspección y los sopletes de los armeros que retiran el material. Oculta cerca del centro de la armada en la sombra yace una pila de anillos habitables poblados por contratistas civiles, tripulación de la Armada, marines y la administración de la Hegemonía.",,,
station_mimir,CUSTOM,"El producto de una iniciativa de Tri-Tachyon para modificar la «mina» común de gigantes gaseosos que extrae gases mediante el Proceso Ouyang, el cual, aunque consume mucha energía, se vuelve autosuficiente una vez que se logra una extracción constante de isótopos pesados. De Niflheim se puede extraer una mezcla particularmente rica en compuestos volátiles, que se procesan en la luna de Skathi para obtener innumerables formas útiles.",,"Una clase dirigente formada por ejecutivos y gerentes de Tri-Tachyon supervisa un pequeño régimen, más parecido a una ciudad industrial, construido a partir de una red despiadada de sociedades ficticias. Los desesperados y los codiciosos, en igual medida, son atraídos desde los sistemas cercanos por los altos salarios. Los costes, sin embargo, a menudo resultan ser más elevados.",,,
,,,,,,,
planet_maxios,CUSTOM,"Maxios, un pequeño planeta terrestre, fue en su día el centro cosmopolita del sistema. Ahora, salpicado de ruinas e impactos tanto antiguos como recientes, el desmoronado sistema de defensa orbital solo proporciona cobertura intermitente. El régimen se ha colapsado de hecho y se desconoce la población actual. Los saqueadores y los supervivientes se enfrentan ocasionalmente, y el destello de las armas y el ruido electromagnético de los combates de baja intensidad crepitan como las tormentas eléctricas de un gigante gaseoso.",,,,,
hot_gas_giant,CUSTOM,"Anormalmente cercano a su estrella madre, este gigante gaseoso probablemente se formó en el sistema exterior y más tarde migró hacia el interior debido a un encuentro fortuito con alguna masa cósmica errante. Compuesto principalmente por hidrógeno y helio, la temperatura y la presión en el núcleo son extremas. ",,,,,
planet_tartessus,CUSTOM,"Sede de la rama local de la Iglesia de Ludd y centro económico del sistema. Los tranquilos centros cosmopolitas de Tartessus, que albergan la Curia del Éxodo de Eos, se agrupan alrededor de mares tranquilos y cálidos. La población del planeta está dominada por practicantes luditas de diversas sectas y, aunque numerosa, es mayoritariamente rural y agraria, llevando una existencia generalmente devota a través de la agricultura de subsistencia y la exportación de artesanía.",,Un planeta antiguo y seco que tiene un porcentaje de agua en su atmósfera mucho menor que el estándar terrestre. Sin tectónica de placas activa; montañas muy erosionadas y mares poco profundos y sedimentados. La atmósfera y el campo magnético protegen la superficie de la radiación estelar. Los recursos minerales más accesibles se explotaron en una oleada de industrialismo voraz poco después de su descubrimiento.,,,
planet_baetis,CUSTOM,"Un planeta enano del sistema exterior capturado en el L4 de Tartessus; nubes de sustancias volátiles se evaporan de la maltrecha superficie de este planeta. La infraestructura deteriorada que quedó de la colonización inicial del sistema ha sido repoblada por una animada población de no creyentes y disidentes de fuera del sistema, exiliados de Tartessus. El propio puerto espacial opera bajo una administración militar patrocinada por los Caballeros de Ludd, que recaudan diezmos de la actividad comercial.",,"Los anuncios holográficos brotan alrededor de las bahías de aterrizaje proclamando una alegría perversa y de mal gusto a disposición de los viajeros que deseen relajarse, pues incluso aquí impera el marco moral de la Iglesia, aunque invertido de forma lucrativa. Incluso los Fieles se benefician, ya que aquellos que visitan este lugar por negocios o para evangelizar pueden hacer una gran demostración de rechazo a los placeres carnales de Baetis.",,,
planet_daedaleon,CUSTOM,"En el emplazamiento de una antigua base de investigación operada por la Corporación Tri-Tachyon, un fallo masivo de contención liberó un proceso u objeto altamente energético y aparentemente autosostenible que se fundió con la corteza, dejando una estela de extraña radiación que sigue expulsando partículas exóticas hasta el día de hoy. La luna está abandonada de toda actividad humana, salvo por una red de balizas de peligro en órbita mantenidas por los Caballeros de Ludd.",,,,,
planet_hesperus,CUSTOM,"Un planeta helado con una atmósfera fina y fría; la terraformación industrial del planeta se detuvo en la época de la toma del sistema Eos Exodus por parte Ludita. La virtud puede encontrarse en las penurias, y los Caballeros abrazan estas penurias en las comunidades monásticas marciales dispersas por la superficie de Hesperus. Se permite la minería limitada de materiales orgánicos, con contratos adjudicados exclusivamente a los Fieles. La administración de Ceyx y Hesperus se comparte en el cargo de un único Presbítero Orbis.",,"Los monasterios se aferran a fisuras particularmente sublimes, promontorios de escudos volcánicos o al ocasional plutón que se ha abierto paso a través de la corteza de hielo que envuelve el planeta. Estos prohíben la entrada a visitantes externos —en particular a los infieles— sin dispensa de los Caballeros. Sin embargo, por autoridad del Presbítero Orbis reinante, una serie de zonas económicas especiales construidas sobre los témpanos flotantes transmiten balizas de aterrizaje civiles para llamar a los comerciantes externos al puerto.",,,
planet_ceyx,CUSTOM,"Un planeta enano capturado que alberga la mayor concentración de instalaciones militares del sistema Eos Exodus. Los Caballeros se han apropiado y han ampliado vastos hangares subterráneos, arsenales, cuarteles y todas las instalaciones de entrenamiento, administración y alojamiento que cabría esperar del hogar de la Armada de Ludd. La administración de Ceyx y Hesperus se comparte en el cargo de un único Presbítero Orbis.",,Susurros paranoicos de comunicaciones militares resuenan por todo Ceyx; las ciudadelas y fortificaciones subterráneas delatan su presencia mediante el resplandor invisible de las redes de disipación de calor que se extienden hacia fuera a lo largo de la superficie marcada de la luna como cuadrículas de puntería.,,,
planet_chaxiraxi,CUSTOM,"Un planeta gigante gaseoso caliente en órbita cercana a Magec; compuesto principalmente por gases de hidrógeno y helio, la temperatura y la presión en el núcleo son extremas. Debido a la proximidad a su estrella principal, las capas externas de Chaxiraxi se calientan continuamente y se destripan en largas columnas de partículas ionizadas resplandecientes. Los desplazadores de gas realizan ocasionalmente el despliegue de las alas etéreas de los colectores de campos magnéticos para recolectar estos volátiles ligeros.",,,,,
station_new_maxios,CUSTOM,"Lo que en su día fue un importante centro de operaciones de recolección en el cinturón, la estación se vio invadida por refugiados del colapso de Maxios y este centro de instalaciones de procesamiento se convirtió en un hábitat civil. Gracias a una tenacidad desesperada y a unos conocimientos técnicos ganados a pulso, los refugiados construyeron no solo una nueva sociedad civil, sino también unos astilleros orbitales que dan soporte a minas de asteroides dispersas y a topógrafos independientes.",,"Aunque demasiado pequeña para obligar a las principales facciones a reconocer su reivindicación sobre todo el cinturón, Nova Maxios se considera, no obstante, el régimen político sucesor de la Carta de Maxios.

El control del tráfico, impuesto por la pequeña milicia de la Armada, es firme pero cortés. Los astronautas independientes son recibidos como primos en los cascos y vestíbulos, ciertamente toscos, de Nova Maxios.",,,
station_tse_enterprise,CUSTOM,"Esta estación es un centro de reclutamiento de mercenarios y una interfaz comercial con elementos de dudosa reputación. Un destacamento especial de Tri-Tachyon se hizo con el control de la estación hace algunas décadas con una escritura de propiedad de apariencia plausible y una flota de guerra definitivamente persuasiva. A partir de entonces, se organizaron un puerto comercial y un muelle para naves estelares certificados por TT para su uso por parte de las flotas de la Compañía. Aquellos que se negaron a pagar los nuevos alquileres fueron desalojados; se rumorea que la satisfacción de los clientes supera ahora el 90 por ciento.",,"Poblada en su mayoría por piratas retirados, radicales exiliados y refugiados adinerados, es de sobra conocido que aquí se borran las identificaciones de los contenedores de cargamento y se les vuelve a etiquetar para que puedan volver a circular con seguridad en la economía legítima de los planetas centrales.

Se dice que el bar de cócteles «Nivel 25» tiene las mejores bebidas de la zona.",,,
station_kantas_den,CUSTOM,"Este hábitat en un asteroide fue tomado por una oficial de logística del Dominio tremendamente ambiciosa, la coronel Kanta, durante el colapso del régimen de la Carta de Maxios, poco después de la caída de los Portales. Posteriormente se unió a la Hegemonía, el estado sucesor del Dominio, solo para traicionarlos y llegar a un acuerdo con el señor de la guerra Onesimos Loke durante su invasión del Sector Perseo. Tras la derrota de Loke, Kanta se apropió del título de señora de la guerra.

La estación está protegida por una nube de minas de sigilo y rudimentarias bases de disparo. La propia Kanta, de quien se rumorea que tiene casi doscientos años de edad en tiempo de vigilia, encabeza una pequeña dinastía pirata y sigue ejerciendo un férreo control personal sobre «el negocio familiar».",,"El control de tráfico parece pasar el tiempo intercambiando chistes de mal gusto con los piratas cuando no está intentando extorsionar a las naves que atracan. Una ingeniosa disposición de cascos de naves espaciales destripados adorna la estación, y un examen más detallado revela restos desecados por el vacío fijados con clavos de escalada de mineros de asteroides. El mensaje es inequívoco.",,,
orbital_station_default,CUSTOM,"Una enorme estación espacial que puede albergar astilleros, hábitats, fábricas o grandes reservas de armas y suministros. Estas plataformas permiten a la humanidad proyectar su poderío militar e industrial por todo el espacio conocido.",,,,,
shepherd,SHIP,"El Ko Combine r450 «Pastor» marca la pauta entre los drones civiles de transporte gracias a su fiabilidad sin igual, su bajo coste y su amplio espacio interior, diseñado para la comodidad de la tripulación. Diversos grupos de supervivientes y piratas han elaborado un paquete de modificaciones de combate muy popular, la modificación «HK», que consiste en especificaciones para reforzar el blindaje del casco y potenciar los sistemas de serie con el fin de aumentar la velocidad de ráfaga y la eficacia de las armas. Incluso modificado, el Pastor es frágil, por lo que al igual que en la vida civil, depende de un enjambre de drones utilitarios «Borer» para realizar su trabajo.

El «Borer» se basa en un chasis de dron semiautónomo, resistente y maniobrable, con blindaje adecuado para operaciones peligrosas en las que cabe esperar altos niveles de radiación o impactos físicos. Aunque se utilizan habitualmente en aplicaciones mineras, también han encontrado uso en salvamento, desactivación de armamento explosivo e incluso en la limpieza de fusiones nucleares. El paquete de modificaciones HK proporciona especificaciones para alterar el enfoque del rayo de corte principal y parchea la IA rudimentaria con algoritmos tácticos primitivos pirateados del software obsoleto de los drones de la Guarnición Colonial del Dominio. Los apéndices del paquete de modificaciones recomiendan precaución al emplear drones modificados HK en situaciones que no sean de combate.",,,,,
luddic_church,FACTION,"Inspirada en el martirio de una figura conocida como «Ludd» durante la caída del Dominio, la Iglesia de la Redención Galáctica es una iglesia jerárquica con un dogma altamente sincrético formado a partir de un núcleo de textos abrahámicos y apócrifos, junto con la reacción hacia la corrupción, depravación, hedonismo y abominación transhumana percibidas en la era del Dominio. La Iglesia ofrece una visión de una vida más sencilla, de la virtud agraria y los valores humanísticos, y reza contra la violencia y la alienación tecnológica que han desgarrado el Sector en los años transcurridos desde la Caída.",,,,,
knights_of_ludd,FACTION,"La rama militar de la Iglesia de Ludd de la Redención Galáctica, inspirada en las sociedades monásticas guerreras de milenios anteriores. En las zonas bajo dominio de la Iglesia, están autorizados a hacer cumplir la Corrección Tecnológica, así como a garantizar, mediante la fuerza, que se promueva la virtud y se castigue el vicio. En las zonas fuera del dominio de la Iglesia, cuando pueden, imponen lo mismo de forma encubierta.",,,,,
luddic_path,FACTION,"El Camino de Ludd es una categoría vagamente asociada de sectas luditas radicales, descentralizadas y apocalípticas que reclaman una interpretación más fiel del Mensaje de Ludd. Consideran que la Iglesia está comprometida y corrupta, anteponiendo el ego y las comodidades mundanas al Verdadero Camino de Ludd en estos tiempos del fin. ¡La guerra del Armagedón es AHORA y las líneas están trazadas! Solo mediante una acción justa y contundente el Bien destruirá al Mal, y solo mediante la violencia se barrerá la abominación de la arrogancia de la humanidad y su rebelión contra Dios en un acto final de redención. O eso afirman. El Camino de Ludd se encuentra necesariamente en desacuerdo con casi todas las demás facciones del Sector.",,,,,
pirates,FACTION,"Técnicamente no son una facción unificada, sino más bien una categoría difusa de bandidos, salteadores, desertores, saqueadores, soldados de fortuna, mercenarios y capitanes independientes que comparten una beligerancia común contra los poderes establecidos del Sector. Muchos piratas son fugitivos de la sociedad mayoritaria del Sector —por lo general oprimidos por el status quo—, polizones procedentes de los planetas centrales. La mayoría de los capitanes piratas difícilmente se llamarían a sí mismos así, sino que se ven a sí mismos como desafiantes del gobierno inepto de la Hegemonía o la Liga, buscando venganza por los agravios causados por una sociedad tan equivocada y tomando lo que pueden gracias a su astucia y audacia. Estos capitanes se caracterizan por su insaciable sed de libertad y gloria. Naturalmente, prestan poca atención a quienes llevan una baliza de identificación oficial, reservando su magnanimidad para sus compañeros de viaje: otros piratas.",,,,,
sindrian_diktat,FACTION,"El Diktat de Sindria es un régimen político fundado tras una intervención militar relativamente reciente de la Hegemonía en el sistema de Askonia, liderada por el almirante Philip Andrada, antiguo miembro de la Armada de la Hegemonía. El perfil psicológico de Andrada elaborado por la Hegemonía lo describe como «inteligente, carismático, pero propenso a excesos narcisistas». En sus propias palabras, el Diktat se «formó en el crisol de la crisis de Askonia y, con él, un nuevo pueblo: una raza de humanos con espíritu envalentonado y claridad de propósito; más fuertes, poseedores de la voluntad y la determinación para superar las divisiones y la mezquina política parlamentaria que solo engendraron caos cuando se vieron puestas a prueba por el Colapso de la red de Portales». Considerado por el sector en general como una dictadura militar.",,,,,
asharu_platform,CUSTOM,"Una zona de operaciones orbital abandonada para el proyecto de terraformación de Asharu. Segmentos de cargueros de masa desechados, soldados entre un entramado de tanques de combustible vacíos, formaban antaño vestíbulos repletos de ingenieros y colonos. Los hangares están vacíos, salvo por unos pocos cascos despojados y derrumbados. Los colectores de energía pasiva y los módulos terciarios de soporte vital mantienen la estación en funcionamiento y en órbita, a duras penas. Nadie esperaría encontrar nada de valor aquí.",,,,,
pirate_base_generic,CUSTOM,"Una base pirata donde se reúnen «aventureros», filibusteros, mercenarios y demás escoria y villanos. Suele ser un pequeño puesto avanzado escondido en los rincones oscuros entre las esferas de interés de las principales facciones. Aquí no hay leyes, pero un código no escrito de bravuconería y fanfarronería mantiene una tensa paz para que se puedan cerrar tratos, intercambiar información y vender el botín a comerciantes sin escrúpulos.",,,,,
planet_barad_a,CUSTOM,La gruesa y helada corteza de este planeta se alimenta de los criovolcanes que salpican la superficie. Estos páramos helados están surcados por grúas de lanzamiento de masa de una época en la que los elementos volátiles de este planeta se extraían a gran escala para alimentar los esfuerzos de terraformación en otras partes del sistema. Parte del antiguo equipo ha sido apropiado por bandas dispersas de mineros independientes que se ganan una mísera vida entre los glaciares de hielo de amoníaco.,,"Aunque quedan pruebas de la extracción a gran escala de elementos volátiles, la superficie de Garnir está ahora prácticamente abandonada, salvo por unas pocas empresas mineras pequeñas a menudo de carácter familiar. Se ha perdido la eficiencia de escala, pero la idea es que sin regulaciones de seguridad ni aranceles, se puede ganar una vida decente si no honrada. Desgraciadamente, este es un resultado muy poco común.",,,
pirate_base_barad,CUSTOM,"Construida originalmente por Eridani-Utopia para coordinar la extracción de volátiles para proyectos de terraformación a gran escala, la estación fue abandonada tras el colapso, cuando la tripulación y los directivos de la empresa huyeron a regímenes más civilizados. Desde entonces, la estación ha sido tomada por «aventureros», filibusteros y mercenarios que huyen de la mirada vigilante y la mano dura de la Hegemonía.",,"Aquí no hay leyes, pero un código no escrito de bravuconería y alardes mantiene una paz tensa —o, más exactamente, un alto el fuego— para que se puedan cerrar tratos, intercambiar información y vender el botín. Los mineros independientes que trabajan en las lunas de Barad se reúnen aquí para vender sus capturas, intercambiar historias fantásticas y, en general, relajarse.",,,
station_achaman_enterprise,CUSTOM,"El valor de la Estación Achaman radica en que es un puerto de escala relativamente seguro para que los diversos habitantes del cinturón de Guayota interactúen con comerciantes de todo el Sector, quienes, de otro modo, rara vez se arriesgarían a enfrentarse a los piratas y a la difícil navegación del cinturón. La Corporación Tri-Tachyon, como «cuidadora» de la estación, está bien situada para explotar su valor con facilidad —y así lo hace—. A menudo se dice que todo está a la venta en la Estación Achaman.",,"Relucientes naves de transporte traen aquí a los ejecutivos de Tri-Tach para regatear metales y productos químicos en bruto a los lugareños, quienes a cambio reciben el habitual surtido de «medicamentos» recreativos para mejorar el rendimiento. 

La Garantía de Calidad Tri-Tachyon es ley aquí: siempre que te asegures de pagar puntualmente la suscripción a los artilugios, bienes, herramientas y sistemas de soporte vital proporcionados por la Corporación Tri-Tachyon, puedes contar con recibir «¡El mejor trato, al estilo Tri-Tachyon!».",,,
planet_tibicena,CUSTOM,"Una mina a cielo abierto planetaria, la torturada corteza de Tibicena está salpicada de enormes ejemplos de equipo minero, un auténtico museo al aire libre que documenta la adaptación de la industria persea a las limitaciones de las cadenas de suministro del Sector Perseo.",,"La superficie de Tibicena está poblada únicamente por campamentos de trabajo móviles que siguen a las gigantescas máquinas mineras que arrasan con los cinturones de valiosos minerales. Los mineros trabajan en condiciones deplorables, ahorrando sus salarios para lanzarse a la órbita y disfrutar de los placeres resplandecientes de la Estación Empresarial Achaman. Eficaz y minuciosamente despojados de sus créditos y, en promedio, fuertemente endeudados, pronto encontrarán el camino de regreso al «Pozo» de Tibicena.",,,
hegemony,FACTION,"La Hegemonía es un estado sucesor marcial del Dominio formado por una «legión perdida» atrapada en un sistema remoto por el colapso de la red de portales del Dominio. Basándose en una interpretación creativa de los protocolos que extiende indefinidamente la ley marcial al estilo del Dominio, los fundadores de la Hegemonía creían que la causa primordial de restaurar el Dominio y, por lo tanto, la estabilidad, la paz y la prosperidad del Sector y, de hecho, de toda la galaxia, debía anteponerse a ciertas sutilezas de los derechos humanos. La supervivencia de la humanidad está en juego y solo la disciplina del ejército de la Hegemonía protege los planetas en los que se puede mantener una apariencia de normalidad de la civilización humana. Cualquier cosa que amenace la Gran Causa debe ser neutralizada; si hay que desanimar a unos pocos activistas por el bien común, que así sea.

Existen jerarquías civiles para gobernar los planetas y las estaciones bajo el dominio de la Hegemonía, pero están totalmente subordinadas al ejército. Los detalles de la organización civil varían de un planeta a otro, al igual que ocurría con la política del Dominio. En caso de duda, la Hegemonía aplica una carta colonial modificada de la era del Dominio para dictar la organización política. Esta jerarquía civil de carta estándar suele ser elegida, aunque, de acuerdo con la ley marcial, los candidatos válidos deben ser aprobados por la autoridad militar local. Tiempos excepcionales requieren medidas excepcionales, pero aun así la Hegemonía fomenta la llama vacilante de la democracia galáctica bajo los mismos principios que fundaron el Dominio.
 ",,,,,
tritachyon,FACTION,"La megacorporación más poderosa del Sector Perseo tras la caída de los Portales, la Corporación Tri-Tachyon se especializó en el desarrollo de IA de vanguardia (violando notablemente la prohibición del Dominio sobre la IA autónoma de nivel alpha+ en varios casos) y en dispositivos exóticos de alta potencia, incluyendo hiperpropulsores, generadores de energía, convertidores de energía, campos de fuerza y, por supuesto, armamento. Desde el Colapso, Tri-Tachyon ha diversificado sus operaciones y ha extendido sus inversiones y tecnologías aplicadas por todo el Sector Perseo. Incluso las facciones hostiles, con una justificada paranoia ante puertas traseras programadas, se ven obligadas a utilizar productos estándar de Tri-Tachyon como la omnipresente PDA TriPad. 

Desde cierta perspectiva, las peculiares características algorítmicas de automodificación de los estatutos corporativos de Tri-Tachyon podrían considerarse una forma abstracta de IA que emplea a los directivos humanos como componentes integrales, aunque este argumento filosófico nunca se resolvió con la suficiente contundencia como para condenar a la empresa por violaciones adicionales de la prohibición tecnológica.",,,,,
persean,FACTION,"Una alianza formada para contrarrestar el dominio de la Hegemonía en el Sector. Los miembros de la Liga no están necesariamente de acuerdo en todas las cuestiones, ya sean internas o de otro tipo, e incluso pueden entrar en conflicto armado entre ellos. Pero la Liga se mantiene unida cuando se trata de la Hegemonía, a la que consideran que está imponiendo ilegítimamente la ley marcial en nombre del Dominio, una entidad política desaparecida. La Liga, por sus propias leyes, se une contra otras amenazas externas, como megacorporaciones especialmente entrometidas, señores de la guerra y el Camino de Ludd. 

La Liga Persea no es intrínsecamente igualitaria ni defiende la libertad individual como tal: el propósito de la Liga es la libertad de los regímenes políticos que la componen, dejando que los asuntos de política interna de dichos regímenes se resuelvan por sus propios medios. Mientras que el Dominio podría haber intervenido en las políticas internas de los planetas que gobernaba, la Liga prohíbe específicamente tal intervención.",,,,,
independent,FACTION,"Los Independientes no son una facción unificada como tal, sino una categoría difusa de regímenes y agentes libres unificados más por su falta de asociación con una facción mayoritaria que por cualquier cualidad compartida. Los planetas independientes y los astronautas que los consideran su hogar suelen compartir datos de reputación, comercian generosamente entre ellos y cooperan de buen grado para llevar a cabo acciones militares y de seguridad a corto plazo con el fin de proteger mejor la libertad que han mantenido gracias a su colaboración. Del mismo modo, es probable que la confianza se rompa y que los Independientes se nieguen recelosos favores entre sí, compitan ferozmente y hagan la vista gorda ante la desgracia de sus vecinos.",,,,,
planet_chicomoztoc,CUSTOM,"Uno de los primeros planetas seleccionados para la colonización en el Sector Perseo, Chicomoztoc fue elegido para convertirse en un centro industrial, sede de un nexo de enormes nanoforjas. Aunque en el momento de su descubrimiento era un candidato marginal para la terraformación, el rápido desarrollo industrial inicial y la guerra posterior han dejado la atmósfera saturada de compuestos de azufre complejos, subproductos de refinería de compuestos orgánicos y una preocupante, aunque manejable, capa de actínidos.",,"La enorme población de Chicomoztoc vive en arcologías subterráneas, ciudades-colmena unidas entre sí y gobernadas a su vez por poderosos demagogos —que prometen reformas y puestos de trabajo para las masas de desempleados— o por miembros de las numerosas redes tecnocráticas y de clientelismo criminal que compiten entre sí, al servicio de su coalición de origen o, como suele ocurrir, de quienquiera que los haya comprado. Las colmenas se ven ocasionalmente bloqueadas por disturbios, protestas e insurrecciones, pero mientras las Forjas se mantengan a salvo y sigan produciendo montañas de bienes, máquinas, herramientas y cascos de naves espaciales, los señores de la Hegemonía solo interfieren ligeramente en esa gran masa de humanidad.",,,
planet_eventide,CUSTOM,"Eventide es un planeta casi sin rotación que, por lo demás, resultó ser un candidato ideal para la terraformación. En Eventide transcurre un solo día al año, o casi, lo que da lugar a noches invernales y días estivales extremos, con períodos de crepúsculo templado entre ambos. El uso juicioso de espejos y pantallas estelares permite que prevalezcan condiciones ideales en amplias zonas de territorio cuidadosamente mantenidas, donde la mayoría de la población se asienta en cantones urbanos arrendados, rodeados de vastas fincas aristocráticas.",,"Las familias más influyentes de Eventide patrocinan los espejos solares y los oclusores que mantienen las islas habitables. Los deshonrados y los pobres, por su parte, viven en las periferias crepusculares, donde deben soportar con toda su fuerza los duros cambios climáticos del lento ciclo estacional de días de verano y noches de invierno. Culturalmente conservadores, los medios de comunicación planetarios se ocupan principalmente de los rituales sociales y las maquinaciones de las familias más influyentes. El espíritu predominante en Eventide hace que se destine un número desproporcionado de oficiales al ejército de la Hegemonía.",,,
planet_coatl,CUSTOM,"Esta luna estéril de Tlalocan está atravesada por túneles, búnkeres, hangares, silos y baterías; constituye una base militar clave de la Hegemonía que controla el sistema de Aztlán sin estar tan cerca de Chicomoztoc como para verse envuelta en la política local.",,"Las marcas regulares trazan un arco a lo largo de la corteza lunar, indicando la ubicación de aquellas baterías de armas pesadas que la Hegemonía desea que la inteligencia enemiga conozca. Otras estarán ocultas en distribuciones aleatorias bajo una capa de regolito, listas para explotar hacia afuera cuando se presente una oportunidad de disparar a muerte.",,,
station_coatl,CUSTOM,"Construido en torno al núcleo de una nave semilla de la primera gran ola migratoria hacia el Sector, el Bastión Coatl ha cambiado de funciones y de nombres más veces de las que cualquier forastero se moleste en repasar. En la actualidad alberga el centro militar C3 de la Hegemonía y las instalaciones de entrenamiento para el sistema Aztlán.",,"Cadetes de rostro fresco procedentes de todo el Sector Perseo llenan los pasillos de la estación Coatl, corriendo de una tarea a otra o con aire rígidamente ansioso incluso cuando se relajan, por miedo a la reprimenda de un oficial superior —que, en esta etapa, podría ser cualquier oficial—.",,,
planet_zorrah,CUSTOM,"Toda esta luna de roca y hielo presenta cicatrices visibles desde la órbita debido a la explotación. Tradicionalmente ha sido arrendada a una u otra megacorporación para alimentar las fauces industriales de Chicomoztoc, que siempre tiene hambre pero nunca se sacia.",,,,,
